q,n,mu1,mu2,MaxRank,MinMaxRank
9,9,5,3,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,1138977892833470429276352491915338332402270897829427034712782607417682621285642219446621917061669724308609370102337445502104588252762955026328269390689657731096227400026278742683961487150818504845392507155228049532066571182527718506259903923705613451657409398413732319689
9,9,5,4,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,1138977892833470429276352491915338332402270897829427034712782607417682621285642219446621917061669724308609370102337445502104588252762955026328269390689657731096227400026278742683961487150818504845392507155228049532066571182527718506259903923705613451657409398413732319689
9,9,5,5,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,27169848664673034636084778336118961109832941603321562774606894362427286664388939018141061274285044609388789822525543965173230078040454917028482267159173300596364353702493438601456374543316964272355644392313289
9,9,5,6,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,27169848664673034636084778336118961109832941603321562774606894362427286664388939018141061274285044609388789822525543965173230078040454917028482267159173300596364353702493438601456374543316964272355644392313289
9,9,5,7,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529
9,9,5,8,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529
9,9,6,0,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,437844104953965606195819170394588029466923865219790870911718750562149406783255433750102868110970829951054906555452830014360801964199274405473717486530548209516218444473751850762508065399729229856261627343011827439816845906852485406648148822192260896281020781593532004724163512125711573496961281887373685253243693035356717722983500269417093591914635433029089564501890149575664814434283432415689
9,9,6,1,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,27852242249054891730898687984787798691884876762071902083110847195351611120521710117427301988061329502777088708898883467125426921290721095268084770548537074585369210916995916945663721491018705250310216850873252053271690818641442807866447505591262253601146828778193355314590592487773036702066849524384512100429340825794099340650975689
9,9,6,2,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,27852242249054891730898687984787798691884876762071902083110847195351611120521710117427301988061329502777088708898883467125426921290721095268084770548537074585369210916995916945663721491018705250310216850873252053271690818641442807866447505591262253601146828778193355314590592487773036702066849524384512100429340825794099340650975689
9,9,6,3,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,1138977892833470429276352491915338332402270897829427034712782607417682621285642219446621917061669724308609370102337445502104588252762955026328269390689657731096227400026278742683961487150818504845392507155228049532066571182527718506259903923705613451657409398413732319689
9,9,6,4,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,1138977892833470429276352491915338332402270897829427034712782607417682621285642219446621917061669724308609370102337445502104588252762955026328269390689657731096227400026278742683961487150818504845392507155228049532066571182527718506259903923705613451657409398413732319689
9,9,6,5,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,27169848664673034636084778336118961109832941603321562774606894362427286664388939018141061274285044609388789822525543965173230078040454917028482267159173300596364353702493438601456374543316964272355644392313289
9,9,6,6,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,27169848664673034636084778336118961109832941603321562774606894362427286664388939018141061274285044609388789822525543965173230078040454917028482267159173300596364353702493438601456374543316964272355644392313289
9,9,6,7,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529
9,9,6,8,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529,288055801260662846441099290839350219505702574467122873261385548289026628288313915225372276813921051730232338353408661153056751713415890164943235529
9,9,7,0,1,188340449877847038447305728195968914071620416327562067551977708153729813143104585462364558148278038555929998226098563067371722654108170233685365305878228038296929777679722077338811653980946737847392999595592951340767292830116549455795517607668690205214143237166959064413890482714854936840210489581657772121166281
9,9,7,1,1,638570835573693807080991416561896764523032522724721054096120424350810221871186553359078124598962705400132446597980266662670538032850481768371785300268562066671074967046048788579061646083827090010646780389227281110265544181869212643785
9,9,7,2,1,638570835573693807080991416561896764523032522724721054096120424350810221871186553359078124598962705400132446597980266662670538032850481768371785300268562066671074967046048788579061646083827090010646780389227281110265544181869212643785
9,9,7,3,1,1391839091233762797842571316442675410567711671462419506386849633353071113743574625962750347709887004167804599819618749777518422598266233965194001646738770377
9,9,7,4,1,1391839091233762797842571316442675410567711671462419506386849633353071113743574625962750347709887004167804599819618749777518422598266233965194001646738770377
9,9,7,5,1,1769643454279976222562683176742209046547931058497932902345838739841697520771273
9,9,7,6,1,1769643454279976222562683176742209046547931058497932902345838739841697520771273
9,9,7,7,1,1
9,9,7,8,1,1
9,9,8,0,1,188340449877847038447305728195968914071620416327562067551977708153729813143104585462364558148278038555929998226098563067371722654108170233685365305878228038296929777679722077338811653980946737847392999595592951340767292830116549455795517607668690205214143237166959064413890482714854936840210489581657772121166281
9,9,8,1,1,638570835573693807080991416561896764523032522724721054096120424350810221871186553359078124598962705400132446597980266662670538032850481768371785300268562066671074967046048788579061646083827090010646780389227281110265544181869212643785
9,9,8,2,1,638570835573693807080991416561896764523032522724721054096120424350810221871186553359078124598962705400132446597980266662670538032850481768371785300268562066671074967046048788579061646083827090010646780389227281110265544181869212643785
9,9,8,3,1,1391839091233762797842571316442675410567711671462419506386849633353071113743574625962750347709887004167804599819618749777518422598266233965194001646738770377
9,9,8,4,1,1391839091233762797842571316442675410567711671462419506386849633353071113743574625962750347709887004167804599819618749777518422598266233965194001646738770377
9,9,8,5,1,1769643454279976222562683176742209046547931058497932902345838739841697520771273
9,9,8,6,1,1769643454279976222562683176742209046547931058497932902345838739841697520771273
9,9,8,7,1,1
9,9,8,8,1,1
2,10,0,0,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,21155447473026364433836911861965951308902247664383410341521848555563165291193787469531327429520714875997914936770205104437504408665033764671272325095296990233032731796591377939196508063063466545923616838327687932438428337424386837205668069376
2,10,0,1,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,21155447473026364433836911861965951308902247664383410341521848555563165291193787469531327429520714875997914936770205104437504408665033764671272325095296990233032731796591377939196508063063466545923616838327687932438428337424386837205668069376
2,10,0,2,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,555373785689062067638168294181382801949411573010336117075437193368819873050207509033569340961423543583784999928490862349519182554911989861458527868405039755994382878976442342705248246385808491215340646708449094518786837205668069376
2,10,0,3,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,555373785689062067638168294181382801949411573010336117075437193368819873050207509033569340961423543583784999928490862349519182554911989861458527868405039755994382878976442342705248246385808491215340646708449094518786837205668069376
2,10,0,4,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,9567927017843470302230902859573229775338953298301800639172396443651317118995493111783308123434482660877774313143609748243356036282188692161158340612573388160565944806467158974432019535526364382988641072663317205668069376
2,10,0,5,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,9567927017843470302230902859573229775338953298301800639172396443651317118995493111783308123434482660877774313143609748243356036282188692161158340612573388160565944806467158974432019535526364382988641072663317205668069376
2,10,0,6,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,97680202151315436032716847733930583677630923591492823644391936220508660791809516985074356030309996609633425295926509657467323988285462838346155291187612019161665439386438263741028361966595772020247253668069376
2,10,0,7,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,97680202151315436032716847733930583677630923591492823644391936220508660791809516985074356030309996609633425295926509657467323988285462838346155291187612019161665439386438263741028361966595772020247253668069376
2,10,0,8,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376
2,10,0,9,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376
2,10,1,0,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,21155447473026364433836911861965951308902247664383410341521848555563165291193787469531327429520714875997914936770205104437504408665033764671272325095296990233032731796591377939196508063063466545923616838327687932438428337424386837205668069376
2,10,1,1,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,21155447473026364433836911861965951308902247664383410341521848555563165291193787469531327429520714875997914936770205104437504408665033764671272325095296990233032731796591377939196508063063466545923616838327687932438428337424386837205668069376
2,10,1,2,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,555373785689062067638168294181382801949411573010336117075437193368819873050207509033569340961423543583784999928490862349519182554911989861458527868405039755994382878976442342705248246385808491215340646708449094518786837205668069376
2,10,1,3,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,555373785689062067638168294181382801949411573010336117075437193368819873050207509033569340961423543583784999928490862349519182554911989861458527868405039755994382878976442342705248246385808491215340646708449094518786837205668069376
2,10,1,4,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,9567927017843470302230902859573229775338953298301800639172396443651317118995493111783308123434482660877774313143609748243356036282188692161158340612573388160565944806467158974432019535526364382988641072663317205668069376
2,10,1,5,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,9567927017843470302230902859573229775338953298301800639172396443651317118995493111783308123434482660877774313143609748243356036282188692161158340612573388160565944806467158974432019535526364382988641072663317205668069376
2,10,1,6,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,97680202151315436032716847733930583677630923591492823644391936220508660791809516985074356030309996609633425295926509657467323988285462838346155291187612019161665439386438263741028361966595772020247253668069376
2,10,1,7,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,97680202151315436032716847733930583677630923591492823644391936220508660791809516985074356030309996609633425295926509657467323988285462838346155291187612019161665439386438263741028361966595772020247253668069376
2,10,1,8,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376
2,10,1,9,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376,448753407456170732212365560974255941718886553553596767766645411701648872489629487371333685722285709134720615105058460473417302438441138829580256638914465478221064655277934427899243734792059146469376
2,10,2,0,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,52185808107849496737779780663073996040777880772720421216481768261998939071027821702986868713373372299217477784548960212305410673480079417873846830318667895518305382948955449325153880446821807980181088029676373463269376
2,10,2,1,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,52185808107849496737779780663073996040777880772720421216481768261998939071027821702986868713373372299217477784548960212305410673480079417873846830318667895518305382948955449325153880446821807980181088029676373463269376
2,10,2,2,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,159246760605431968733970487179083603756021229803155944801725310504483051448009877414184189029761092338117074627443674419364288629560396534522406205108230158222165085909344944817063582080921630010429669376
2,10,2,3,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,159246760605431968733970487179083603756021229803155944801725310504483051448009877414184189029761092338117074627443674419364288629560396534522406205108230158222165085909344944817063582080921630010429669376
2,10,2,4,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,318902641672956974194668913310534909258230517273888365214453332711287598622815373642594534289692997794074636378815589594380836050569457545324585146259318931192822188099703390560416092389376
2,10,2,5,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,318902641672956974194668913310534909258230517273888365214453332711287598622815373642594534289692997794074636378815589594380836050569457545324585146259318931192822188099703390560416092389376
2,10,2,6,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,378444192794356062408844949174632088052243065921285613973929397279629920953139633972265471046248489320852292568456690982784651628008584018391060760088019985509760272355557376
2,10,2,7,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,378444192794356062408844949174632088052243065921285613973929397279629920953139633972265471046248489320852292568456690982784651628008584018391060760088019985509760272355557376
2,10,2,8,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976
2,10,2,9,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976
2,10,3,0,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,52185808107849496737779780663073996040777880772720421216481768261998939071027821702986868713373372299217477784548960212305410673480079417873846830318667895518305382948955449325153880446821807980181088029676373463269376
2,10,3,1,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,52185808107849496737779780663073996040777880772720421216481768261998939071027821702986868713373372299217477784548960212305410673480079417873846830318667895518305382948955449325153880446821807980181088029676373463269376
2,10,3,2,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,159246760605431968733970487179083603756021229803155944801725310504483051448009877414184189029761092338117074627443674419364288629560396534522406205108230158222165085909344944817063582080921630010429669376
2,10,3,3,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,159246760605431968733970487179083603756021229803155944801725310504483051448009877414184189029761092338117074627443674419364288629560396534522406205108230158222165085909344944817063582080921630010429669376
2,10,3,4,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,318902641672956974194668913310534909258230517273888365214453332711287598622815373642594534289692997794074636378815589594380836050569457545324585146259318931192822188099703390560416092389376
2,10,3,5,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,318902641672956974194668913310534909258230517273888365214453332711287598622815373642594534289692997794074636378815589594380836050569457545324585146259318931192822188099703390560416092389376
2,10,3,6,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,378444192794356062408844949174632088052243065921285613973929397279629920953139633972265471046248489320852292568456690982784651628008584018391060760088019985509760272355557376
2,10,3,7,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,378444192794356062408844949174632088052243065921285613973929397279629920953139633972265471046248489320852292568456690982784651628008584018391060760088019985509760272355557376
2,10,3,8,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976
2,10,3,9,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976,202096172169659963999165995628072447962365352997760139019979787770091071169863043534386471759618304561712085421577294805692382822139874599105176197998078590976
2,10,4,0,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,19826377949395140903615134089217703407172712580931819286053725377563936294740164254559214570182986928990009045586815921880099639164814003392660767384011027604771624500416907305923085783269376
2,10,4,1,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,19826377949395140903615134089217703407172712580931819286053725377563936294740164254559214570182986928990009045586815921880099639164814003392660767384011027604771624500416907305923085783269376
2,10,4,2,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,1628208693324213163327782267525727478538888543272159735996354773176331376773384299467478160181167729917591024546967384801569140428957220868450533186369203874189143101669376
2,10,4,3,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,1628208693324213163327782267525727478538888543272159735996354773176331376773384299467478160181167729917591024546967384801569140428957220868450533186369203874189143101669376
2,10,4,4,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,87749787605314045904760027640598700186428397566507614570611690932546718345444095631006017484530550850714090926180851220845937492433073045030347919589376
2,10,4,5,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,87749787605314045904760027640598700186428397566507614570611690932546718345444095631006017484530550850714090926180851220845937492433073045030347919589376
2,10,4,6,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,2802452738207313728596170255610141583668993040067875833887783765885980532789430109512541745679108111212499769064017034587226165477376
2,10,4,7,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,2802452738207313728596170255610141583668993040067875833887783765885980532789430109512541745679108111212499769064017034587226165477376
2,10,4,8,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976
2,10,4,9,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976
2,10,5,0,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,19826377949395140903615134089217703407172712580931819286053725377563936294740164254559214570182986928990009045586815921880099639164814003392660767384011027604771624500416907305923085783269376
2,10,5,1,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,19826377949395140903615134089217703407172712580931819286053725377563936294740164254559214570182986928990009045586815921880099639164814003392660767384011027604771624500416907305923085783269376
2,10,5,2,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,1628208693324213163327782267525727478538888543272159735996354773176331376773384299467478160181167729917591024546967384801569140428957220868450533186369203874189143101669376
2,10,5,3,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,1628208693324213163327782267525727478538888543272159735996354773176331376773384299467478160181167729917591024546967384801569140428957220868450533186369203874189143101669376
2,10,5,4,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,87749787605314045904760027640598700186428397566507614570611690932546718345444095631006017484530550850714090926180851220845937492433073045030347919589376
2,10,5,5,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,87749787605314045904760027640598700186428397566507614570611690932546718345444095631006017484530550850714090926180851220845937492433073045030347919589376
2,10,5,6,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,2802452738207313728596170255610141583668993040067875833887783765885980532789430109512541745679108111212499769064017034587226165477376
2,10,5,7,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,2802452738207313728596170255610141583668993040067875833887783765885980532789430109512541745679108111212499769064017034587226165477376
2,10,5,8,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976
2,10,5,9,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976,40275694151475357371235462704456181607352727229311223249503032414204884691706882599038099027826968949837032062976
2,10,6,0,1575857068555839515286006838296636840546805808310490000000000,712406141529914501630531105766902858354165165624473224894330192071120840212549157305260483218591787990244018633705923769995219369237789358185256396169440000000
2,10,6,1,1575857068555839515286006838296636840546805808310490000000000,712406141529914501630531105766902858354165165624473224894330192071120840212549157305260483218591787990244018633705923769995219369237789358185256396169440000000
2,10,6,2,1575857068555839515286006838296636840546805808310490000000000,336079267611199523957279702736382646977992641720721394492424205464321731092680444997906540734715158373321627244538496661913310400000000
2,10,6,3,1575857068555839515286006838296636840546805808310490000000000,336079267611199523957279702736382646977992641720721394492424205464321731092680444997906540734715158373321627244538496661913310400000000
2,10,6,4,1575857068555839515286006838296636840546805808310490000000000,104045932255453039134601435780470010463516034896386954000376466601212304830994890181055311933806329512000000000
2,10,6,5,1575857068555839515286006838296636840546805808310490000000000,104045932255453039134601435780470010463516034896386954000376466601212304830994890181055311933806329512000000000
2,10,6,6,1575857068555839515286006838296636840546805808310490000000000,19088188191726066244224844970514697711526230536763777753020117345500947779670000000000
2,10,6,7,1575857068555839515286006838296636840546805808310490000000000,19088188191726066244224844970514697711526230536763777753020117345500947779670000000000
2,10,6,8,1575857068555839515286006838296636840546805808310490000000000,1575857068555839515286006838296636840546805808310490000000000
2,10,6,9,1575857068555839515286006838296636840546805808310490000000000,1575857068555839515286006838296636840546805808310490000000000
2,10,7,0,1575857068555839515286006838296636840546805808310490000000000,712406141529914501630531105766902858354165165624473224894330192071120840212549157305260483218591787990244018633705923769995219369237789358185256396169440000000
2,10,7,1,1575857068555839515286006838296636840546805808310490000000000,712406141529914501630531105766902858354165165624473224894330192071120840212549157305260483218591787990244018633705923769995219369237789358185256396169440000000
2,10,7,2,1575857068555839515286006838296636840546805808310490000000000,336079267611199523957279702736382646977992641720721394492424205464321731092680444997906540734715158373321627244538496661913310400000000
2,10,7,3,1575857068555839515286006838296636840546805808310490000000000,336079267611199523957279702736382646977992641720721394492424205464321731092680444997906540734715158373321627244538496661913310400000000
2,10,7,4,1575857068555839515286006838296636840546805808310490000000000,104045932255453039134601435780470010463516034896386954000376466601212304830994890181055311933806329512000000000
2,10,7,5,1575857068555839515286006838296636840546805808310490000000000,104045932255453039134601435780470010463516034896386954000376466601212304830994890181055311933806329512000000000
2,10,7,6,1575857068555839515286006838296636840546805808310490000000000,19088188191726066244224844970514697711526230536763777753020117345500947779670000000000
2,10,7,7,1575857068555839515286006838296636840546805808310490000000000,19088188191726066244224844970514697711526230536763777753020117345500947779670000000000
2,10,7,8,1575857068555839515286006838296636840546805808310490000000000,1575857068555839515286006838296636840546805808310490000000000
2,10,7,9,1575857068555839515286006838296636840546805808310490000000000,1575857068555839515286006838296636840546805808310490000000000
2,10,8,0,1,542272474398250803827743026119165827706277386512023656798785231154030768125907563925944764754068837419730723586900492288126
2,10,8,1,1,542272474398250803827743026119165827706277386512023656798785231154030768125907563925944764754068837419730723586900492288126
2,10,8,2,1,244444317160138330352213482608619193842234625303116632017249742644899325932791244075785256876
2,10,8,3,1,244444317160138330352213482608619193842234625303116632017249742644899325932791244075785256876
2,10,8,4,1,72312211991654562399388294155250905065480876368105941332131876
2,10,8,5,1,72312211991654562399388294155250905065480876368105941332131876
2,10,8,6,1,12676506002282294014967032053751
2,10,8,7,1,12676506002282294014967032053751
2,10,8,8,1,1
2,10,8,9,1,1
2,10,9,0,1,542272474398250803827743026119165827706277386512023656798785231154030768125907563925944764754068837419730723586900492288126
2,10,9,1,1,542272474398250803827743026119165827706277386512023656798785231154030768125907563925944764754068837419730723586900492288126
2,10,9,2,1,244444317160138330352213482608619193842234625303116632017249742644899325932791244075785256876
2,10,9,3,1,244444317160138330352213482608619193842234625303116632017249742644899325932791244075785256876
2,10,9,4,1,72312211991654562399388294155250905065480876368105941332131876
2,10,9,5,1,72312211991654562399388294155250905065480876368105941332131876
2,10,9,6,1,12676506002282294014967032053751
2,10,9,7,1,12676506002282294014967032053751
2,10,9,8,1,1
2,10,9,9,1,1
3,10,0,0,69504533920762579641563094762019983963575172154413826911546634454319269881708397351989296985150217997988717442543930096719603087042385657926487455927216676576032661925685690224879889875622175715376160259638371510251064401567064442611524655415435987014315573832872208457925099355676846288402350835162479156001,751500136574408483448472475063239468484536179906904991062438416899545940804809657751630829721112718034377894073436808078614559220618321535864000923285302778290739124457864435686523769788557487842142256829038932757753027366099975963015632637427297861902477534781479220900742530887738471428253593440577773485046610842654939854511670510180461925298192308348933725597852422855220001
3,10,0,1,69504533920762579641563094762019983963575172154413826911546634454319269881708397351989296985150217997988717442543930096719603087042385657926487455927216676576032661925685690224879889875622175715376160259638371510251064401567064442611524655415435987014315573832872208457925099355676846288402350835162479156001,751500136574408483448472475063239468484536179906904991062438416899545940804809657751630829721112718034377894073436808078614559220618321535864000923285302778290739124457864435686523769788557487842142256829038932757753027366099975963015632637427297861902477534781479220900742530887738471428253593440577773485046610842654939854511670510180461925298192308348933725597852422855220001
3,10,0,2,69504533920762579641563094762019983963575172154413826911546634454319269881708397351989296985150217997988717442543930096719603087042385657926487455927216676576032661925685690224879889875622175715376160259638371510251064401567064442611524655415435987014315573832872208457925099355676846288402350835162479156001,5069520186645411724051047044560921377296399105845730005651740448816348639481364523142138706100737930335402966151907983317052073653788198080237174743631356551564867301084278756647664427445570075053496563420437588754933843364130236108662164140120074676618941691075873604638772349092592121504596978606608697057871055025397022775642089238738807516529550086855220001
3,10,0,3,69504533920762579641563094762019983963575172154413826911546634454319269881708397351989296985150217997988717442543930096719603087042385657926487455927216676576032661925685690224879889875622175715376160259638371510251064401567064442611524655415435987014315573832872208457925099355676846288402350835162479156001,5069520186645411724051047044560921377296399105845730005651740448816348639481364523142138706100737930335402966151907983317052073653788198080237174743631356551564867301084278756647664427445570075053496563420437588754933843364130236108662164140120074676618941691075873604638772349092592121504596978606608697057871055025397022775642089238738807516529550086855220001
3,10,0,4,69504533920762579641563094762019983963575172154413826911546634454319269881708397351989296985150217997988717442543930096719603087042385657926487455927216676576032661925685690224879889875622175715376160259638371510251064401567064442611524655415435987014315573832872208457925099355676846288402350835162479156001,22442641188290822095675849922923623900207921150533412259600543762974109115684650896549253027311958034436240169775225135857316953134011511240978811284503574495669973098865484039915144221267881781205426604479301950137636157987654518718474714996307415609128570499792155697226826627025712072084043905231055630361040360060626067012274448421575220001
