q,n,mu1,mu2,MaxRank,MinMaxRank
5,8,3,4,30639698041197652726542819971643435042539487528731689794347235056257117441747643618088525466548749030303270129752948093527545206651823000707685947418212890625,2739486630705255180442058496372183217765450166595455784635814235419789840602412748533061187069162476539076649614003636337413220258579344357556408101010137748557578832685947418212890625
5,8,3,5,30639698041197652726542819971643435042539487528731689794347235056257117441747643618088525466548749030303270129752948093527545206651823000707685947418212890625,2739486630705255180442058496372183217765450166595455784635814235419789840602412748533061187069162476539076649614003636337413220258579344357556408101010137748557578832685947418212890625
5,8,3,6,30639698041197652726542819971643435042539487528731689794347235056257117441747643618088525466548749030303270129752948093527545206651823000707685947418212890625,30639698041197652726542819971643435042539487528731689794347235056257117441747643618088525466548749030303270129752948093527545206651823000707685947418212890625
5,8,3,7,30639698041197652726542819971643435042539487528731689794347235056257117441747643618088525466548749030303270129752948093527545206651823000707685947418212890625,30639698041197652726542819971643435042539487528731689794347235056257117441747643618088525466548749030303270129752948093527545206651823000707685947418212890625
5,8,4,0,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,720639613986108813881395134906351958927891134766866998134510877431640250271511688405945705283832820699257452446654148008063042598266072294274980379720641680461802475860067303676442212890625
5,8,4,1,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,720639613986108813881395134906351958927891134766866998134510877431640250271511688405945705283832820699257452446654148008063042598266072294274980379720641680461802475860067303676442212890625
5,8,4,2,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,25355122502378473787422678397151521641475361356662902249740347421572995633267954275589927788019988972611537112544706408896409745377810091915310003812890625
5,8,4,3,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,25355122502378473787422678397151521641475361356662902249740347421572995633267954275589927788019988972611537112544706408896409745377810091915310003812890625
5,8,4,4,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,509771141107442096483566282370458488142147172908817532505747794681117904215577492395155760603028397579609493223012890625
5,8,4,5,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,509771141107442096483566282370458488142147172908817532505747794681117904215577492395155760603028397579609493223012890625
5,8,4,6,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625
5,8,4,7,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625
5,8,5,0,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,720639613986108813881395134906351958927891134766866998134510877431640250271511688405945705283832820699257452446654148008063042598266072294274980379720641680461802475860067303676442212890625
5,8,5,1,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,720639613986108813881395134906351958927891134766866998134510877431640250271511688405945705283832820699257452446654148008063042598266072294274980379720641680461802475860067303676442212890625
5,8,5,2,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,25355122502378473787422678397151521641475361356662902249740347421572995633267954275589927788019988972611537112544706408896409745377810091915310003812890625
5,8,5,3,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,25355122502378473787422678397151521641475361356662902249740347421572995633267954275589927788019988972611537112544706408896409745377810091915310003812890625
5,8,5,4,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,509771141107442096483566282370458488142147172908817532505747794681117904215577492395155760603028397579609493223012890625
5,8,5,5,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,509771141107442096483566282370458488142147172908817532505747794681117904215577492395155760603028397579609493223012890625
5,8,5,6,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625
5,8,5,7,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625,4483971419313901345163567998527941387045594116444040118773084925282623208731812890625
5,8,6,0,1,8921314702341732751361730227499186111310185467936362923233698000056733445694526977628008876462090137593463623488787561655044555664062465
5,8,6,1,1,8921314702341732751361730227499186111310185467936362923233698000056733445694526977628008876462090137593463623488787561655044555664062465
5,8,6,2,1,8228460455756012555781155760555719744730658871383760510909155527770053595304489135742187521
5,8,6,3,1,8228460455756012555781155760555719744730658871383760510909155527770053595304489135742187521
5,8,6,4,1,4336808689942017736029811203479766845703124993
5,8,6,5,1,4336808689942017736029811203479766845703124993
5,8,6,6,1,1
5,8,6,7,1,1
5,8,7,0,1,8921314702341732751361730227499186111310185467936362923233698000056733445694526977628008876462090137593463623488787561655044555664062465
5,8,7,1,1,8921314702341732751361730227499186111310185467936362923233698000056733445694526977628008876462090137593463623488787561655044555664062465
5,8,7,2,1,8228460455756012555781155760555719744730658871383760510909155527770053595304489135742187521
5,8,7,3,1,8228460455756012555781155760555719744730658871383760510909155527770053595304489135742187521
5,8,7,4,1,4336808689942017736029811203479766845703124993
5,8,7,5,1,4336808689942017736029811203479766845703124993
5,8,7,6,1,1
5,8,7,7,1,1
7,8,0,0,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,153792374925991573799327262602973578646993072141666380279415865118162023642707540484325207665287250333414601869765532862199546867366803451882908172174691690172013267783623766662088313143586960355966895074197945118489185643622397443847827149280716933673576825296015317291634809641192933763854431885017413654743942645351036641587201
7,8,0,1,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,153792374925991573799327262602973578646993072141666380279415865118162023642707540484325207665287250333414601869765532862199546867366803451882908172174691690172013267783623766662088313143586960355966895074197945118489185643622397443847827149280716933673576825296015317291634809641192933763854431885017413654743942645351036641587201
7,8,0,2,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,68488060191392666451974403259712378264385003677462072159640703462208273765055836003133089669748055998832694182966384266275902573058612961568354920352465692559051621414414988341420691345888865552025768573799964844448681148081936444568532944841355741088215191678395190644013439781410713815836318670894817587201
7,8,0,3,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,68488060191392666451974403259712378264385003677462072159640703462208273765055836003133089669748055998832694182966384266275902573058612961568354920352465692559051621414414988341420691345888865552025768573799964844448681148081936444568532944841355741088215191678395190644013439781410713815836318670894817587201
7,8,0,4,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,17428374329953638025181210914202110755815469191440136475666993943015366847254897126350175282936429699332150531146432131842237397690254542871486847862646130853045798066714695226635049627156901169664828638498540936630212442102150445192890370408354470643028344855641000180911169787289907201
7,8,0,5,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,17428374329953638025181210914202110755815469191440136475666993943015366847254897126350175282936429699332150531146432131842237397690254542871486847862646130853045798066714695226635049627156901169664828638498540936630212442102150445192890370408354470643028344855641000180911169787289907201
7,8,0,6,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001
7,8,0,7,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001
7,8,1,0,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,153792374925991573799327262602973578646993072141666380279415865118162023642707540484325207665287250333414601869765532862199546867366803451882908172174691690172013267783623766662088313143586960355966895074197945118489185643622397443847827149280716933673576825296015317291634809641192933763854431885017413654743942645351036641587201
7,8,1,1,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,153792374925991573799327262602973578646993072141666380279415865118162023642707540484325207665287250333414601869765532862199546867366803451882908172174691690172013267783623766662088313143586960355966895074197945118489185643622397443847827149280716933673576825296015317291634809641192933763854431885017413654743942645351036641587201
7,8,1,2,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,68488060191392666451974403259712378264385003677462072159640703462208273765055836003133089669748055998832694182966384266275902573058612961568354920352465692559051621414414988341420691345888865552025768573799964844448681148081936444568532944841355741088215191678395190644013439781410713815836318670894817587201
7,8,1,3,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,68488060191392666451974403259712378264385003677462072159640703462208273765055836003133089669748055998832694182966384266275902573058612961568354920352465692559051621414414988341420691345888865552025768573799964844448681148081936444568532944841355741088215191678395190644013439781410713815836318670894817587201
7,8,1,4,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,17428374329953638025181210914202110755815469191440136475666993943015366847254897126350175282936429699332150531146432131842237397690254542871486847862646130853045798066714695226635049627156901169664828638498540936630212442102150445192890370408354470643028344855641000180911169787289907201
7,8,1,5,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,17428374329953638025181210914202110755815469191440136475666993943015366847254897126350175282936429699332150531146432131842237397690254542871486847862646130853045798066714695226635049627156901169664828638498540936630212442102150445192890370408354470643028344855641000180911169787289907201
7,8,1,6,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001
7,8,1,7,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001,1940336038640394979433879862467419586102638995918593103962702473625040130427315672904146480015503102918518687168819427217039399155364227723403200552513602935342850507737300930058273414231970624739198207777454513318857513011951234557982594055532376063723123084800001
7,8,2,0,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,5014636371698871705866489919747728798642048598171923427680420317967957323232749010640421201840479877841435308286532787346469803663889611237246861126435185976772266239705651697068053345184077268407375632570125233990654172239206854428161562488418003151444629695424682844160636641587201
7,8,2,1,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,5014636371698871705866489919747728798642048598171923427680420317967957323232749010640421201840479877841435308286532787346469803663889611237246861126435185976772266239705651697068053345184077268407375632570125233990654172239206854428161562488418003151444629695424682844160636641587201
7,8,2,2,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,1126109019841198142583729463881790758593958253125342852309420143437329484273475121718485832273529394855239045407752519201491099098836464543045406576120175760966111995320225237066937284919027586845951607155094911486815989548524181507692581422741217587201
7,8,2,3,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,1126109019841198142583729463881790758593958253125342852309420143437329484273475121718485832273529394855239045407752519201491099098836464543045406576120175760966111995320225237066937284919027586845951607155094911486815989548524181507692581422741217587201
7,8,2,4,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,144505167966156915393158618084902361025092822376557706732286121406893471607492788819234300112151765433280194717157518619991338417204410291222759941057790529749874025113386467617599286294783083612320572242131025319321907201
7,8,2,5,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,144505167966156915393158618084902361025092822376557706732286121406893471607492788819234300112151765433280194717157518619991338417204410291222759941057790529749874025113386467617599286294783083612320572242131025319321907201
7,8,2,6,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001
7,8,2,7,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001
7,8,3,0,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,5014636371698871705866489919747728798642048598171923427680420317967957323232749010640421201840479877841435308286532787346469803663889611237246861126435185976772266239705651697068053345184077268407375632570125233990654172239206854428161562488418003151444629695424682844160636641587201
7,8,3,1,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,5014636371698871705866489919747728798642048598171923427680420317967957323232749010640421201840479877841435308286532787346469803663889611237246861126435185976772266239705651697068053345184077268407375632570125233990654172239206854428161562488418003151444629695424682844160636641587201
7,8,3,2,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,1126109019841198142583729463881790758593958253125342852309420143437329484273475121718485832273529394855239045407752519201491099098836464543045406576120175760966111995320225237066937284919027586845951607155094911486815989548524181507692581422741217587201
7,8,3,3,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,1126109019841198142583729463881790758593958253125342852309420143437329484273475121718485832273529394855239045407752519201491099098836464543045406576120175760966111995320225237066937284919027586845951607155094911486815989548524181507692581422741217587201
7,8,3,4,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,144505167966156915393158618084902361025092822376557706732286121406893471607492788819234300112151765433280194717157518619991338417204410291222759941057790529749874025113386467617599286294783083612320572242131025319321907201
7,8,3,5,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,144505167966156915393158618084902361025092822376557706732286121406893471607492788819234300112151765433280194717157518619991338417204410291222759941057790529749874025113386467617599286294783083612320572242131025319321907201
7,8,3,6,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001
7,8,3,7,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001,8112680611237772255642279099129397198140251583889323185809451480880025555161833346096296527386939074740389752322010766787089106051813816703482058457391971062123458520854830546358816509440001
7,8,4,0,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,529782862559673983616905231379272045989004278328685434233807526846763669676140735151789469510314226354870844108977569199095789400707443303049209022127306412304074282744454016644013367373682778259384670507001554146099836641587201
7,8,4,1,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,529782862559673983616905231379272045989004278328685434233807526846763669676140735151789469510314226354870844108977569199095789400707443303049209022127306412304074282744454016644013367373682778259384670507001554146099836641587201
7,8,4,2,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,1202847550721004130258563021831838890028793675254137291206208582576012761190899805523126297758889205787111029250640386369168945469435576824071626121355031094305944084978726720354017587201
7,8,4,3,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,1202847550721004130258563021831838890028793675254137291206208582576012761190899805523126297758889205787111029250640386369168945469435576824071626121355031094305944084978726720354017587201
7,8,4,4,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,1560577072527977295452239007201070009482130678456801692068770586837543237991592536999133628006107904265305120364892725089156833897098188185907201
7,8,4,5,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,1560577072527977295452239007201070009482130678456801692068770586837543237991592536999133628006107904265305120364892725089156833897098188185907201
7,8,4,6,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001
7,8,4,7,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001
7,8,5,0,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,529782862559673983616905231379272045989004278328685434233807526846763669676140735151789469510314226354870844108977569199095789400707443303049209022127306412304074282744454016644013367373682778259384670507001554146099836641587201
7,8,5,1,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,529782862559673983616905231379272045989004278328685434233807526846763669676140735151789469510314226354870844108977569199095789400707443303049209022127306412304074282744454016644013367373682778259384670507001554146099836641587201
7,8,5,2,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,1202847550721004130258563021831838890028793675254137291206208582576012761190899805523126297758889205787111029250640386369168945469435576824071626121355031094305944084978726720354017587201
7,8,5,3,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,1202847550721004130258563021831838890028793675254137291206208582576012761190899805523126297758889205787111029250640386369168945469435576824071626121355031094305944084978726720354017587201
7,8,5,4,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,1560577072527977295452239007201070009482130678456801692068770586837543237991592536999133628006107904265305120364892725089156833897098188185907201
7,8,5,5,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,1560577072527977295452239007201070009482130678456801692068770586837543237991592536999133628006107904265305120364892725089156833897098188185907201
7,8,5,6,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001
7,8,5,7,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001,885804563558430678340212355344321986344577793599034848763389979893592767301350411026186041827358720001
7,8,6,0,1,101627609402927178544594753272791474493200122399634104239926631707964519272806360874780732188561017086090804345476966366632679284341961921713845349336679036641587201
7,8,6,1,1,101627609402927178544594753272791474493200122399634104239926631707964519272806360874780732188561017086090804345476966366632679284341961921713845349336679036641587201
7,8,6,2,1,41658838121533127485488755088755659969305988080334370538609449135898731225200882587310564337732198446817587201
7,8,6,3,1,41658838121533127485488755088755659969305988080334370538609449135898731225200882587310564337732198446817587201
7,8,6,4,1,9758083901086685601108590900503774566044922353049907201
7,8,6,5,1,9758083901086685601108590900503774566044922353049907201
7,8,6,6,1,1
7,8,6,7,1,1
7,8,7,0,1,101627609402927178544594753272791474493200122399634104239926631707964519272806360874780732188561017086090804345476966366632679284341961921713845349336679036641587201
7,8,7,1,1,101627609402927178544594753272791474493200122399634104239926631707964519272806360874780732188561017086090804345476966366632679284341961921713845349336679036641587201
7,8,7,2,1,41658838121533127485488755088755659969305988080334370538609449135898731225200882587310564337732198446817587201
7,8,7,3,1,41658838121533127485488755088755659969305988080334370538609449135898731225200882587310564337732198446817587201
7,8,7,4,1,9758083901086685601108590900503774566044922353049907201
7,8,7,5,1,9758083901086685601108590900503774566044922353049907201
7,8,7,6,1,1
7,8,7,7,1,1
8,8,0,0,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,3735908733674737554863389837593705691875396458590407951844006473013651300499464448263151915173557295592362103977340202151403719866569343988546748590111661201937435253157056214207290150344379609288382176576509521490913380757702776343731612448344929657809579937978866677980301978700900188071902015571488353594445095312689623770476908339216007042732916736
8,8,0,1,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,3735908733674737554863389837593705691875396458590407951844006473013651300499464448263151915173557295592362103977340202151403719866569343988546748590111661201937435253157056214207290150344379609288382176576509521490913380757702776343731612448344929657809579937978866677980301978700900188071902015571488353594445095312689623770476908339216007042732916736
8,8,0,2,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,57516604655529935345937944052781657029467758943114764199508905464006463016003385623077847982990936308161797323381600474774210151026441501585057495714525514883337763489546932005437245622667817018474272294668336764921236220438827133139970869002888148836005214881855054994729235017169252574902001570660082242614585970728566821748736
8,8,0,3,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,57516604655529935345937944052781657029467758943114764199508905464006463016003385623077847982990936308161797323381600474774210151026441501585057495714525514883337763489546932005437245622667817018474272294668336764921236220438827133139970869002888148836005214881855054994729235017169252574902001570660082242614585970728566821748736
8,8,0,4,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,506001931437753039706593062411419320811470874086187566182480354579444457180110106718299958281552579614291050812911312438199028204298433120827684018500430923727388516534182615769601625744340278354679546126457813086438500945710513596847899122928739484297488923489088032052657541314028977236759456413737025536
8,8,0,5,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,506001931437753039706593062411419320811470874086187566182480354579444457180110106718299958281552579614291050812911312438199028204298433120827684018500430923727388516534182615769601625744340278354679546126457813086438500945710513596847899122928739484297488923489088032052657541314028977236759456413737025536
8,8,0,6,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576
8,8,0,7,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576
8,8,1,0,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,3735908733674737554863389837593705691875396458590407951844006473013651300499464448263151915173557295592362103977340202151403719866569343988546748590111661201937435253157056214207290150344379609288382176576509521490913380757702776343731612448344929657809579937978866677980301978700900188071902015571488353594445095312689623770476908339216007042732916736
8,8,1,1,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,3735908733674737554863389837593705691875396458590407951844006473013651300499464448263151915173557295592362103977340202151403719866569343988546748590111661201937435253157056214207290150344379609288382176576509521490913380757702776343731612448344929657809579937978866677980301978700900188071902015571488353594445095312689623770476908339216007042732916736
8,8,1,2,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,57516604655529935345937944052781657029467758943114764199508905464006463016003385623077847982990936308161797323381600474774210151026441501585057495714525514883337763489546932005437245622667817018474272294668336764921236220438827133139970869002888148836005214881855054994729235017169252574902001570660082242614585970728566821748736
8,8,1,3,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,57516604655529935345937944052781657029467758943114764199508905464006463016003385623077847982990936308161797323381600474774210151026441501585057495714525514883337763489546932005437245622667817018474272294668336764921236220438827133139970869002888148836005214881855054994729235017169252574902001570660082242614585970728566821748736
8,8,1,4,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,506001931437753039706593062411419320811470874086187566182480354579444457180110106718299958281552579614291050812911312438199028204298433120827684018500430923727388516534182615769601625744340278354679546126457813086438500945710513596847899122928739484297488923489088032052657541314028977236759456413737025536
8,8,1,5,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,506001931437753039706593062411419320811470874086187566182480354579444457180110106718299958281552579614291050812911312438199028204298433120827684018500430923727388516534182615769601625744340278354679546126457813086438500945710513596847899122928739484297488923489088032052657541314028977236759456413737025536
8,8,1,6,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576
8,8,1,7,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576,1947552464485182224303740838186696404158250595500826597520167222568890159191132152835027173389232538665913427234439718413573416361053472778935173431944254154359598571575232402933633296296857686105318731301501519404187963069359682763084444510589748889437827647241481368215445963800576
8,8,2,0,64685111439098590762511529075290174930118016011770582225619509300165251392544527790295407719200107443586068339638949133754860439925806176946574527211102911394805697490055705702946162740195642666098098176,79107604960970353549091725220482933343724452018708167989107539048467994535372577572819890754824856895376277360266143978238262676239835818707254817424888913907966978274450765981683860908804373211540066003614653938246698474154897082537773402827576064227009489342300803464723115745361730032520140460916736
